m2682_meta_date_auto,m1855_meta_assessment_date,m1725_meta_interview_type,m0489_meta_survey_round,calc_adm2_local,m0303_meta_adm1_pcode,m0304_meta_adm2_pcode,m0305_meta_adm3_pcode,m0306_meta_adm4_pcode_other,m0306_meta_adm4_pcode,admin_4_name_txt_calc,s1534_loc_loc_access,m0342_loc_site_type_multiple,m0342_loc_site_type_multiple_other,m1690_loc_depart_hh,m1541_loc_num_depart_hh_period,m1540_loc_num_depart_ind_period,m0349_loc_depart_period,m2990_loc_depart_internal,m2991_loc_depart_known,m1577_loc_main_dest_adm1,m1584_loc_main_depart_reason,m1584_loc_main_depart_reason_other,m1535_loc_arrival_time,m1537_loc_num_arrivals_hh,m1536_loc_num_arrival_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,m1727_loc_main_group_arrival_date,m2684_loc_arrivals_from_list,m2686_loc_arrivals_origin_adm1,m2685_loc_arrivals_origin_adm2,m2687_loc_arrivals_origin_adm3,m0329_loc_reason_disp_idp,m0329_loc_reason_disp_idp_other,m2688_loc_arrivals_site_type,m2688_loc_arrivals_site_type_other,m2967_loc_idp_reason_chose_loc,m2967_loc_idp_reason_chose_loc_other,s2878_loc_top_3_priority_need_idp,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/health,s2878_loc_top_3_priority_need_idp/sanitation,s2878_loc_top_3_priority_need_idp/shelter,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/education,s2878_loc_top_3_priority_need_idp/drinking_water,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/nfi,s2878_loc_top_3_priority_need_idp/other,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/business,s2878_loc_top_3_priority_need_idp/vocational,s2878_loc_top_3_priority_need_idp/wash,s2878_loc_top_3_priority_need_idp_other,m2689_loc_arrivals_settle_adm4_other,m2689_loc_arrivals_settle_adm4,m2689_loc_arrivals_settle_adm4_zwe,m1461_loc_return_obs_unit,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2972_loc_num_women_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,s1322_loc_return_main_arrival,m2690_loc_returnees_from_list,m2691_loc_area_disp_returnees_adm0,m2691_loc_area_disp_returnees_adm0_other,m2692_loc_reason_return,m2692_loc_reason_return/returned_assistance,m2692_loc_reason_return/rejoin_family,m2692_loc_reason_return/no_assistance_found,m2692_loc_reason_return/other,m2692_loc_reason_return_other,m2693_loc_returnees_site_type,m2693_loc_returnees_site_type_other,m2694_loc_top_3_priority_need_returnee,m2694_loc_top_3_priority_need_returnee/food,m2694_loc_top_3_priority_need_returnee/health,m2694_loc_top_3_priority_need_returnee/sanitation,m2694_loc_top_3_priority_need_returnee/shelter,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/communication,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/drinking_water,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/cash,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/other,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/security,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/business,m2694_loc_top_3_priority_need_returnee/vocational,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee_other,m2695_loc_returnees_settle_adm4_other,m2695_loc_returnees_settle_adm4,m2695_loc_returnees_settle_adm4_zwe,remarks,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW301,MW30101,,30101001001,Matuwi,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914562,64490ad3-4c92-4bae-9009-e8a7e619c413,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,1
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW301,MW30102,,30102017049,Chisawa,yes,dispersed,,yes,6,30,01/11/2024,,yes,MW3,climate_other,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914563,0205c9ff-81fb-47f3-972e-d06316dfef4d,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,2
12/11/2024,12/11/2024,phone,B2_01,District,MW3,MW301,MW30102,,30102068046,Chapola,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914564,8c458a21-7aea-4fe3-986f-b2a54d257a8c,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,3
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW301,MW30102,,30102024023,Changamire,yes,dispersed,,no,,,,,,,,,yes,3,15,2,3,10,15,01/01/2023,diff_adm3,MW3,MW301,MW30102 MW30101,environment_health,,informal_settlement,,livelihood,,shelter food health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30102023194 30102026024 30102024194,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914565,b3260609-c175-4ab4-8cf6-87d8ad9b42ca,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,4
12/11/2024,12/11/2024,phone,B2_01,District,MW3,MW301,MW30102,,30102026024,Chiwaula,yes,informal_settlement,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914567,f74953f2-92ff-4fcc-933a-36cb9314b4f8,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,6
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30505,,30505004014,Fred,yes,dispersed,,no,,,,,,,,,yes,49,176,19,29,128,176,01/11/2023,same_adm3,MW3,MW305,MW30505,climate_floods,,dispersed,,livelihood,,health food sanitation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505003014 30505005018 30505004016,,yes,413,126,216,1518,1860,01/11/2023,diff_adm3,,,rejoin_family returned_assistance,1,1,0,0,,dispersed,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505003014 30505005018 30505001001,,,14916311,fb7082f1-a321-4dc0-9c78-a229695a3f5d,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,8
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30505,,30505002007,Maloya,yes,dispersed,,no,,,,,,,,,yes,80,250,30,51,169,250,01/10/2023,same_adm3,MW3,MW305,MW30505,climate_drought,,dispersed,,climatic,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505002002 30505001005 30505002007,,yes,500,200,500,800,1500,01/10/2023,diff_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food sanitation communication,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505002007 30505001005 30505004016,,,14916314,7be714b7-a0a9-42f6-869d-c14c66a28310,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,9
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30505,,30505006019,Mpopo,yes,dispersed,,no,,,,,,,,,yes,86,236,98,93,45,236,01/10/2023,same_adm3,MW3,MW305,MW30505,climate_floods,,dispersed,,livelihood,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505006022 30505006019 30505006020,,yes,3400,3300,6200,3000,12500,01/10/2023,diff_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505006019 30505006020 30505003014,,,14916315,0e8c20c6-2895-4d6f-9d42-6f780d000971,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,10
12/11/2024,12/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30505,,30505011036,Makata,yes,dispersed,,no,,,,,,,,,yes,320,1600,370,1002,228,1600,01/10/2023,same_adm3,MW3,MW305,MW30505,climate_floods,,camp,,livelihood,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505012036 30505012037 30505011035,,yes,3840,3220,8600,7380,19200,01/09/2023,diff_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,shelter food security,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,30505012037 30505013036 30505012039,,,14916316,b7e99920-b440-4759-9e6a-d9fc28de063f,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,11
11/11/2024,11/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30505,,30505011034,Mili,yes,dispersed,,no,,,,,,,,,yes,20,250,30,70,150,250,01/10/2023,same_adm3,MW3,MW305,MW30505,climate_drought,,camp,,climatic,,food clothes security,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,30505009030 30505011034 30505009028,,yes,5000,4200,6800,4000,15000,01/09/2023,same_adm3,,,returned_assistance,1,0,0,0,,camp,,food health clothes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30505011034 30505011030 30505009028,,,14917210,06ab87bc-42e9-4ea5-b603-177095514c05,12/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,12
